,title,subtitle,link
62,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
63,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
64,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
65,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
66,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
67,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
68,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
69,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
70,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
71,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
72,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
73,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
74,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
75,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
76,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
77,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
78,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
79,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
80,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
81,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
82,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
83,DOZEN LOOOK GOOD,Rooney reveals TWELVE blunders Southgate's made at Euros after poor start,https://www.thesun.co.uk/sport/28682804/wayne-rooney-gareth-southgate-england-euro-2024/
